pfID,consolidated_label,original_text,start_time,end_time,duration_ms,padded,probability
HUN_WORD_1651,Word,úgy,1853.42,1854.4,1180,True,0.9998
HUN_WORD_1652,Word,gondolom,1855.01,1855.61,800,True,0.9994
HUN_WORD_1653,Word,hogy,1855.61,1855.73,320,True,0.9868
HUN_WORD_1654,Word,ilyen,1855.73,1855.91,380,True,0.9976
HUN_WORD_1655,Word,kis,1855.91,1856.17,460,True,0.9995
HUN_WORD_1656,Word,simkártyaméretű,1856.17,1857.51,1540,True,0.8847
HUN_WORD_1657,Word,ilyen,1857.53,1857.63,300,True,0.9801
HUN_WORD_1658,Word,berakható,1857.63,1858.29,860,True,0.9856
HUN_WORD_1659,Word,kis,1858.29,1858.73,640,True,0.9956
HUN_WORD_1660,Word,lapocska,1858.73,1860.21,1680,True,0.9984
HUN_WORD_1661,Word,lesz,1860.21,1860.61,600,True,1.0
HUN_WORD_1662,Word,és,1861.62,1862.26,840,True,0.9995
HUN_WORD_1663,Word,akkor,1862.26,1862.52,460,True,1.0
HUN_WORD_1664,Word,azokat,1862.52,1863.58,1260,True,0.9995
HUN_WORD_1665,Word,így,1863.58,1863.8,420,True,0.9929
HUN_WORD_1666,Word,el,1863.8,1864.7,1100,True,0.6445
HUN_WORD_1667,Word,tudod,1866.02,1866.48,660,True,0.9993
HUN_WORD_1668,Word,búcsúsztatni,1866.48,1867.6,1320,True,0.9237
HUN_WORD_1669,Word,és,1867.6,1868.22,820,True,0.8223
HUN_WORD_1670,Word,az,1871.61,1872.21,800,True,0.9985
HUN_WORD_1671,Word,lesz,1872.21,1872.47,460,True,1.0
HUN_WORD_1672,Word,majd,1872.47,1872.69,420,True,0.9998
HUN_WORD_1673,Word,a,1872.69,1872.85,360,True,0.999
HUN_WORD_1674,Word,menő,1872.85,1874.41,1760,True,0.979
HUN_WORD_1675,Word,aki,1874.51,1874.71,400,True,1.0
HUN_WORD_1676,Word,meg,1874.71,1874.85,340,True,0.9941
HUN_WORD_1677,Word,tudja,1874.85,1875.15,500,True,1.0
HUN_WORD_1678,Word,venni,1875.15,1875.51,560,True,0.9997
HUN_WORD_1679,Word,a,1875.51,1875.67,360,True,0.9971
HUN_WORD_1680,Word,jobbfajta,1875.67,1876.57,1100,True,0.9887
HUN_WORD_1681,Word,tápanyagot,1876.57,1877.19,820,True,0.9993
HUN_WORD_1682,Word,hogy,1877.25,1877.39,340,True,0.9995
HUN_WORD_1683,Word,továbbmaradjon,1877.39,1878.41,1220,True,0.904
HUN_WORD_1684,Word,élő,1878.41,1878.69,480,True,0.9834
HUN_WORD_1685,Word,az,1878.69,1879.41,920,True,0.9922
HUN_WORD_1686,Word,organoidja,1879.41,1880.19,980,True,0.9849
HUN_WORD_1687,Word,mivel,1884.31,1884.97,860,True,0.9973
HUN_WORD_1688,Word,tankolod,1884.97,1885.63,860,True,0.9948
HUN_WORD_1689,Word,az,1885.63,1885.79,360,True,0.999
HUN_WORD_1690,Word,organoidot,1885.79,1886.57,980,True,0.8826
HUN_WORD_1691,Word,kicsit,1891.91,1892.57,860,True,0.999
HUN_WORD_1692,Word,hamarabb,1892.57,1892.99,620,True,0.9977
HUN_WORD_1693,Word,kisül,1892.99,1893.37,580,True,0.8851
HUN_WORD_1694,Word,de,1893.39,1893.53,340,True,0.9995
HUN_WORD_1695,Word,addig,1894.46,1895.8,1540,True,0.9995
HUN_WORD_1696,Word,gyorsabb,1895.8,1897.12,1520,True,0.9963
HUN_WORD_1697,Word,lesz,1897.12,1897.44,520,True,1.0
HUN_WORD_1698,Word,ez,1898.5,1898.68,380,True,0.9839
HUN_WORD_1699,Word,egy,1898.68,1899.08,600,True,0.9995
HUN_WORD_1700,Word,ilyen,1899.08,1900.02,1140,True,0.9985
HUN_WORD_1701,Word,izgalmas,1900.02,1900.8,980,True,0.9998
HUN_WORD_1702,Word,történet,1900.8,1901.66,1060,True,1.0
HUN_WORD_1703,Word,hogy,1901.66,1901.84,380,True,0.9907
HUN_WORD_1704,Word,most,1901.84,1902.86,1220,True,0.998
HUN_WORD_1705,Word,még,1902.86,1903.06,400,True,1.0
HUN_WORD_1706,Word,csak,1903.06,1903.22,360,True,0.9995
HUN_WORD_1707,Word,kamerákkal,1903.22,1903.92,900,True,0.9995
HUN_WORD_1708,Word,figyelik,1903.92,1904.5,780,True,0.9999
HUN_WORD_1709,Word,azt,1904.5,1904.82,520,True,0.9932
HUN_WORD_1710,Word,hogy,1904.94,1905.32,580,True,0.9932
HUN_WORD_1711,Word,kinek,1905.32,1906.74,1620,True,0.9995
HUN_WORD_1712,Word,mi,1906.74,1906.9,360,True,0.686
HUN_WORD_1713,Word,kell,1906.9,1907.1,400,True,0.9995
HUN_WORD_1714,Word,de,1907.18,1907.34,360,True,0.998
HUN_WORD_1715,Word,mégiscsak,1907.62,1908.26,840,True,0.8577
HUN_WORD_1716,Word,jobb,1908.26,1908.54,480,True,0.9995
HUN_WORD_1717,Word,lenne,1908.54,1908.8,460,True,1.0
HUN_WORD_1718,Word,hogy,1910.69,1911.29,800,True,0.5211
HUN_WORD_1719,Word,rendesen,1912.18,1912.78,800,True,0.9893
HUN_WORD_1720,Word,ráhangolva,1912.78,1913.6,1020,True,0.9582
HUN_WORD_1721,Word,telepata,1913.6,1914.08,680,True,0.9339
HUN_WORD_1722,Word,tevepet,1917.0,1917.6,800,True,0.8857
HUN_WORD_1723,Word,a,1917.6,1917.76,360,True,0.959
HUN_WORD_1724,Word,telepata,1917.76,1918.28,720,True,0.9998
HUN_WORD_1725,Word,aha,1918.44,1918.62,380,True,0.0155
HUN_WORD_1726,Word,mondjuk,1918.92,1919.52,800,True,0.9751
HUN_WORD_1727,Word,az,1919.52,1919.7,380,True,0.98
HUN_WORD_1728,Word,hogyha,1920.0,1920.24,440,True,0.9624
HUN_WORD_1729,Word,a,1920.24,1920.34,300,True,0.8955
HUN_WORD_1730,Word,telepatiát,1920.34,1921.54,1400,True,0.9851
HUN_WORD_1731,Word,be,1921.54,1921.64,300,True,0.9941
HUN_WORD_1732,Word,tudják,1921.64,1922.04,600,True,1.0
HUN_WORD_1733,Word,hozni,1922.04,1922.44,600,True,0.9998
HUN_WORD_1734,Word,kis,1922.44,1922.84,600,True,0.8813
HUN_WORD_1735,Word,organoidba,1922.84,1923.5,860,True,0.9894
HUN_WORD_1736,Word,akkor,1924.66,1924.96,500,True,1.0
HUN_WORD_1737,Word,a,1924.96,1925.16,400,True,1.0
HUN_WORD_1738,Word,következő,1925.16,1925.74,780,True,1.0
HUN_WORD_1739,Word,evolúciós,1925.74,1927.24,1700,True,0.9989
HUN_WORD_1740,Word,lépés,1927.24,1927.68,640,True,0.9998
HUN_WORD_1741,Word,az,1927.68,1927.82,340,True,0.323
HUN_WORD_1742,Word,természetesen,1927.82,1928.56,940,True,0.9999
HUN_WORD_1743,Word,tudod,1928.56,1928.94,580,True,0.9121
HUN_WORD_1744,Word,mi,1928.94,1929.04,300,True,0.4644
HUN_WORD_1745,Word,lesz,1929.04,1929.32,480,True,1.0
HUN_WORD_1746,Word,babel,1934.16,1934.76,800,True,0.7683
HUN_WORD_1747,Word,hal,1934.76,1934.98,420,True,0.6265
HUN_WORD_1748,Word,azt,1943.59,1944.19,800,True,0.9968
HUN_WORD_1749,Word,mondjuk,1944.19,1944.49,500,True,0.9998
HUN_WORD_1750,Word,pont,1944.49,1944.73,440,True,0.9995
HUN_WORD_1751,Word,láttam,1944.73,1945.31,780,True,0.9998
HUN_WORD_1752,Word,hogy,1945.31,1945.51,400,True,1.0
HUN_WORD_1753,Word,hogy,1945.51,1945.61,300,True,0.9775
HUN_WORD_1754,Word,működik,1945.61,1946.23,820,True,1.0
HUN_WORD_1755,Word,a,1946.23,1946.29,260,True,0.998
HUN_WORD_1756,Word,limus,1946.29,1947.99,1900,True,0.529
HUN_WORD_1757,Word,tech,1947.99,1948.19,400,True,0.6172
HUN_WORD_1758,Word,tips,1948.19,1948.47,480,True,0.9575
HUN_WORD_1759,Word,-en,1948.47,1948.73,460,True,0.8955
HUN_WORD_1760,Word,a,1950.84,1951.44,800,True,0.9995
HUN_WORD_1761,Word,nem,1951.44,1951.7,460,True,0.9888
HUN_WORD_1762,Word,a,1951.7,1952.62,1120,True,0.2783
HUN_WORD_1763,Word,minősítő,1952.62,1953.52,1100,True,0.9996
HUN_WORD_1764,Word,jelzője,1953.52,1954.14,820,True,0.9104
HUN_WORD_1765,Word,ott,1954.14,1954.74,800,True,0.0795
HUN_WORD_1766,Word,pont,1969.01,1970.57,1760,True,0.98
HUN_WORD_1767,Word,spanyolul,1970.57,1972.29,1920,True,0.9668
HUN_WORD_1768,Word,próbáltak,1972.29,1973.09,1000,True,0.9836
HUN_WORD_1769,Word,vele,1973.09,1973.65,760,True,0.9932
HUN_WORD_1770,Word,beszélni,1973.65,1974.25,800,True,0.9996
HUN_WORD_1771,Word,de,1974.27,1974.37,300,True,0.9985
HUN_WORD_1772,Word,nem,1974.37,1974.53,360,True,0.999
HUN_WORD_1773,Word,jött,1974.53,1974.77,440,True,0.9995
HUN_WORD_1774,Word,össze,1974.77,1975.17,600,True,1.0
HUN_WORD_1775,Word,na,1976.25,1976.97,920,True,0.4473
HUN_WORD_1776,Word,mindegy,1976.97,1977.27,500,True,0.8644
HUN_WORD_1777,Word,sokkal,1977.37,1978.57,1400,True,0.9992
HUN_WORD_1778,Word,jobb,1978.57,1979.11,740,True,0.9995
HUN_WORD_1779,Word,lenne,1979.11,1979.33,420,True,0.9998
HUN_WORD_1780,Word,akkor,1979.33,1979.53,400,True,0.9482
HUN_WORD_1781,Word,már,1979.53,1979.73,400,True,0.7568
HUN_WORD_1782,Word,hogyha,1980.38,1981.38,1200,True,0.9961
HUN_WORD_1783,Word,a,1981.38,1981.54,360,True,0.9771
HUN_WORD_1784,Word,füledbe,1981.54,1981.96,620,True,0.9762
HUN_WORD_1785,Word,besiklana,1981.96,1982.58,820,True,0.9827
HUN_WORD_1786,Word,egy,1982.58,1982.78,400,True,0.9995
HUN_WORD_1787,Word,kis,1982.78,1983.2,620,True,1.0
HUN_WORD_1788,Word,organoid,1983.2,1984.28,1280,True,0.9399
HUN_WORD_1789,Word,babel,1984.28,1984.94,860,True,0.4987
HUN_WORD_1790,Word,hal,1984.94,1985.16,420,True,0.3801
HUN_WORD_1791,Word,így,1989.1,1989.82,920,True,0.7544
HUN_WORD_1792,Word,így,1989.82,1990.18,560,True,0.9927
HUN_WORD_1793,Word,bent,1990.18,1990.48,500,True,0.7241
HUN_WORD_1794,Word,a,1990.48,1990.74,460,True,0.9976
HUN_WORD_1795,Word,fülzsírral,1990.74,1991.38,840,True,0.8422
HUN_WORD_1796,Word,táplálkozik,1991.38,1992.18,1000,True,0.9994
HUN_WORD_1797,Word,mi,1992.36,1992.46,300,True,0.9487
HUN_WORD_1798,Word,mással,1992.46,1992.94,680,True,0.9436
HUN_WORD_1799,Word,és,1994.5,1995.22,920,True,0.999
HUN_WORD_1800,Word,fordít,1995.22,1995.6,580,True,0.9992
HUN_WORD_1801,Word,neked,1995.6,1995.96,560,True,0.9998
HUN_WORD_1802,Word,telepatikusan,1996.25,1997.87,1820,True,0.8184
HUN_WORD_1803,Word,igen,2003.1,2003.82,920,True,0.9988
HUN_WORD_1804,Word,igen,2003.84,2004.04,400,True,0.9995
HUN_WORD_1805,Word,és,2004.04,2005.38,1540,True,0.4705
HUN_WORD_1806,Word,egyébként,2005.58,2006.3,920,True,0.9995
HUN_WORD_1807,Word,meg,2006.3,2006.5,400,True,0.9312
HUN_WORD_1808,Word,ha,2006.5,2007.62,1320,True,0.5781
HUN_WORD_1809,Word,belegondolsz,2008.48,2009.34,1060,True,0.9839
HUN_WORD_1810,Word,akkor,2009.42,2010.42,1200,True,0.9995
HUN_WORD_1811,Word,ez,2010.42,2010.68,460,True,0.9785
HUN_WORD_1812,Word,egy,2010.68,2010.86,380,True,1.0
HUN_WORD_1813,Word,bioengineered,2010.86,2012.0,1340,True,0.7142
HUN_WORD_1814,Word,babel,2012.0,2012.4,600,True,0.8921
HUN_WORD_1815,Word,hal,2012.4,2012.56,360,True,0.3564
HUN_WORD_1816,Word,ami,2012.64,2012.82,380,True,0.9961
HUN_WORD_1817,Word,nem,2012.82,2013.54,920,True,0.9995
HUN_WORD_1818,Word,teszi,2013.54,2014.22,880,True,0.9976
HUN_WORD_1819,Word,ezt,2014.22,2014.5,480,True,0.9966
HUN_WORD_1820,Word,a,2014.5,2014.62,320,True,0.9902
HUN_WORD_1821,Word,douglas,2015.04,2017.4,2560,True,0.8418
HUN_WORD_1822,Word,adams,2017.4,2017.8,600,True,0.937
HUN_WORD_1823,Word,-i,2017.8,2018.1,500,True,0.9451
HUN_WORD_1824,Word,fordulatot,2018.96,2020.44,1680,True,0.9843
HUN_WORD_1825,Word,lehetővé,2020.44,2021.0,760,True,0.9891
HUN_WORD_1826,Word,tehát,2021.08,2021.26,380,True,0.974
HUN_WORD_1827,Word,ugye,2021.26,2021.52,460,True,0.9619
HUN_WORD_1828,Word,nem,2021.52,2021.7,380,True,1.0
HUN_WORD_1829,Word,egy,2021.7,2022.14,640,True,0.999
HUN_WORD_1830,Word,önálló,2022.14,2023.6,1660,True,0.9965
HUN_WORD_1831,Word,evolúciós,2023.6,2024.4,1000,True,0.9833
HUN_WORD_1832,Word,rész,2024.4,2025.2,1000,True,0.999
HUN_WORD_1833,Word,hanem,2025.2,2025.42,420,True,0.9998
HUN_WORD_1834,Word,egy,2025.42,2025.6,380,True,0.9961
HUN_WORD_1835,Word,kifejezetten,2025.6,2027.28,1880,True,0.9717
HUN_WORD_1836,Word,erre,2027.28,2027.58,500,True,0.9971
HUN_WORD_1837,Word,kialakított,2028.09,2029.75,1860,True,0.9998
HUN_WORD_1838,Word,babel,2029.75,2030.25,700,True,0.9976
HUN_WORD_1839,Word,hal,2030.25,2030.51,460,True,0.9956
HUN_WORD_1840,Word,viszont,2030.73,2031.47,940,True,0.9992
HUN_WORD_1841,Word,ez,2031.47,2031.89,620,True,0.9932
HUN_WORD_1842,Word,már,2031.89,2032.27,580,True,0.9995
HUN_WORD_1843,Word,rögtön,2032.27,2033.25,1180,True,0.9998
HUN_WORD_1844,Word,tovább,2033.25,2033.65,600,True,0.9994
HUN_WORD_1845,Word,viszi,2033.65,2033.97,520,True,0.9116
HUN_WORD_1846,Word,a,2033.97,2034.09,320,True,0.9995
HUN_WORD_1847,Word,gondolataimat,2034.09,2034.95,1060,True,0.9996
HUN_WORD_1848,Word,arra,2034.95,2035.37,620,True,0.9998
HUN_WORD_1849,Word,hogy,2035.37,2035.75,580,True,0.9985
HUN_WORD_1850,Word,akkor,2035.82,2036.8,1180,True,0.0665
HUN_WORD_1851,Word,ilyen,2036.8,2037.72,1120,True,0.9787
HUN_WORD_1852,Word,külső,2037.72,2038.06,540,True,0.9989
HUN_WORD_1853,Word,memóriájegységeket,2038.06,2039.12,1260,True,0.8946
HUN_WORD_1854,Word,is,2039.12,2039.26,340,True,0.998
HUN_WORD_1855,Word,fel,2039.26,2039.46,400,True,0.3835
HUN_WORD_1856,Word,lehet,2039.46,2039.86,600,True,0.9998
HUN_WORD_1857,Word,tanítani,2040.14,2042.22,2280,True,0.9989
HUN_WORD_1858,Word,meg,2042.4,2043.0,800,True,0.7681
HUN_WORD_1859,Word,akár,2044.22,2046.96,2940,True,0.9968
HUN_WORD_1860,Word,különböző,2046.96,2047.84,1080,True,0.9993
HUN_WORD_1861,Word,képességeket,2047.84,2048.72,1079,True,0.9996
HUN_WORD_1862,Word,is,2048.72,2048.9,381,True,0.998
HUN_WORD_1863,Word,be,2048.9,2049.06,360,True,0.3433
HUN_WORD_1864,Word,lehet,2049.06,2049.46,600,True,0.998
HUN_WORD_1865,Word,akkor,2049.46,2049.84,580,True,0.8862
HUN_WORD_1866,Word,organikusan,2049.84,2051.32,1680,True,0.9963
HUN_WORD_1867,Word,csúsztatni,2051.32,2052.16,1039,True,0.9964
HUN_WORD_1868,Word,az,2052.16,2052.42,461,True,0.9985
HUN_WORD_1869,Word,emberbe,2052.42,2053.02,800,True,0.9982
HUN_WORD_1870,Word,pontosan,2059.9,2060.96,1260,True,0.9924
HUN_WORD_1871,Word,tehát,2061.06,2061.44,580,True,0.9694
HUN_WORD_1872,Word,nem,2061.44,2061.74,499,True,0.9956
HUN_WORD_1873,Word,ilyen,2061.74,2064.08,2541,True,0.9837
HUN_WORD_1874,Word,ócska,2064.08,2065.36,1480,True,0.9915
HUN_WORD_1875,Word,cyberpunkos,2065.36,2067.3,2140,True,0.9251
HUN_WORD_1876,Word,implantok,2067.3,2067.96,860,True,0.9983
HUN_WORD_1877,Word,szilikon,2068.04,2068.8,960,True,0.9543
HUN_WORD_1878,Word,implantok,2068.8,2069.42,820,True,0.9697
HUN_WORD_1879,Word,hanem,2069.48,2069.68,399,True,0.9961
HUN_WORD_1880,Word,rendes,2069.68,2070.14,660,True,0.9978
HUN_WORD_1881,Word,organikus,2070.14,2070.8,861,True,0.9323
HUN_WORD_1882,Word,de,2070.8,2071.7,1099,True,0.377
HUN_WORD_1883,Word,nem,2079.51,2079.81,500,True,0.9795
HUN_WORD_1884,Word,a,2079.81,2079.97,359,True,0.9893
HUN_WORD_1885,Word,sajátodban,2079.97,2080.69,921,True,0.9386
HUN_WORD_1886,Word,hanem,2081.3,2082.3,1200,True,0.998
HUN_WORD_1887,Word,az,2082.3,2082.4,300,True,0.9961
HUN_WORD_1888,Word,organoid,2082.4,2082.98,780,True,0.843
HUN_WORD_1889,Word,micro,2082.98,2083.54,760,True,0.3831
HUN_WORD_1890,Word,sd,2083.54,2083.9,560,True,0.4639
HUN_WORD_1891,Word,kártyafogadódban,2083.9,2085.6,1900,True,0.8521
HUN_WORD_1892,Word,na,2085.7,2085.74,240,True,0.1364
HUN_WORD_1893,Word,mert,2087.51,2088.27,960,True,0.9878
HUN_WORD_1894,Word,akkor,2088.27,2088.41,339,True,0.9951
HUN_WORD_1895,Word,nem,2088.41,2088.59,381,True,0.9937
HUN_WORD_1896,Word,kell,2088.59,2088.75,360,True,0.999
HUN_WORD_1897,Word,ilyen,2088.75,2089.53,980,True,0.9777
HUN_WORD_1898,Word,intruszív,2089.53,2090.25,920,True,0.8282
HUN_WORD_1899,Word,módosításokat,2090.25,2092.67,2620,True,0.9883
HUN_WORD_1900,Word,végrehajtani,2092.67,2093.31,840,True,0.9943
HUN_WORD_1901,Word,rajtad,2093.31,2093.73,620,True,0.9658
HUN_WORD_1902,Word,hanem,2093.75,2094.05,500,True,0.999
HUN_WORD_1903,Word,csak,2094.05,2094.21,360,True,0.9907
HUN_WORD_1904,Word,úgy,2094.21,2094.41,399,True,0.9988
HUN_WORD_1905,Word,simán,2094.41,2094.77,561,True,0.989
HUN_WORD_1906,Word,a,2095.89,2096.27,581,True,0.8096
HUN_WORD_1907,Word,naturemberbe,2096.27,2098.13,2060,True,0.8719
HUN_WORD_1908,Word,rá,2098.13,2098.75,820,True,0.991
HUN_WORD_1909,Word,csatlakozhat,2098.75,2100.31,1760,True,0.9412
HUN_WORD_1910,Word,és,2100.49,2101.01,720,True,0.9966
HUN_WORD_1911,Word,wire,2101.01,2101.55,740,True,0.364
HUN_WORD_1912,Word,lesz,2101.55,2102.11,760,True,0.9561
HUN_WORD_1913,Word,mert,2102.11,2102.25,340,True,0.9492
HUN_WORD_1914,Word,hogy,2102.25,2102.39,340,True,0.8037
HUN_WORD_1915,Word,telepota,2102.39,2102.81,620,True,0.9902
HUN_WORD_1916,Word,csak,2107.97,2108.65,880,True,0.9992
HUN_WORD_1917,Word,képzeld,2108.65,2109.03,580,True,0.9679
HUN_WORD_1918,Word,el,2109.03,2109.19,360,True,0.9854
HUN_WORD_1919,Word,amikor,2109.19,2109.51,520,True,0.9938
HUN_WORD_1920,Word,ugye,2109.51,2110.27,960,True,0.7355
HUN_WORD_1921,Word,valahogy,2110.27,2110.79,720,True,0.9974
HUN_WORD_1922,Word,ezeknek,2110.79,2111.15,560,True,0.9987
HUN_WORD_1923,Word,kapcsolatot,2111.15,2111.85,900,True,0.9976
HUN_WORD_1924,Word,kell,2111.85,2112.03,380,True,0.9976
HUN_WORD_1925,Word,létesíteni,2112.03,2112.71,880,True,0.9965
HUN_WORD_1926,Word,az,2112.71,2112.81,300,True,0.9985
HUN_WORD_1927,Word,emberekkel,2112.81,2113.49,880,True,0.9997
HUN_WORD_1928,Word,és,2113.49,2113.73,440,True,0.6318
HUN_WORD_1929,Word,akkor,2113.73,2115.17,1640,True,0.9751
HUN_WORD_1930,Word,majd,2115.81,2116.61,1000,True,0.9968
HUN_WORD_1931,Word,lesz,2116.61,2116.87,460,True,0.9998
HUN_WORD_1932,Word,egy,2116.87,2116.99,320,True,0.9907
HUN_WORD_1933,Word,ilyen,2116.99,2117.17,380,True,0.9912
HUN_WORD_1934,Word,2004,2117.17,2117.59,620,True,0.9907
HUN_WORD_1935,Word,-es,2117.59,2118.03,640,True,0.9978
HUN_WORD_1936,Word,bódos,2118.03,2118.45,620,True,0.8955
HUN_WORD_1937,Word,bejelentkező,2118.55,2120.15,1800,True,0.9994
HUN_WORD_1938,Word,amikor,2120.25,2121.09,1040,True,0.9979
HUN_WORD_1939,Word,rácsatlakozik,2121.09,2123.11,2220,True,0.9832
HUN_WORD_1940,Word,el,2123.11,2123.29,380,True,0.8423
HUN_WORD_1941,Word,a,2123.51,2124.09,780,True,0.915
HUN_WORD_1942,Word,2004,2137.56,2137.98,620,True,0.9966
HUN_WORD_1943,Word,-es,2137.98,2138.42,640,True,0.999
HUN_WORD_1944,Word,az,2138.42,2138.52,300,True,0.9097
HUN_WORD_1945,Word,még,2138.52,2138.64,320,True,0.9976
HUN_WORD_1946,Word,nem,2138.64,2138.82,380,True,0.9995
HUN_WORD_1947,Word,volt,2138.82,2139.06,440,True,1.0
HUN_WORD_1948,Word,internet,2139.06,2139.4,540,True,0.9941
HUN_WORD_1949,Word,akkor,2141.46,2142.14,880,True,0.946
HUN_WORD_1950,Word,még,2142.14,2142.28,340,True,0.9995
HUN_WORD_1951,Word,bbs,2142.28,2142.78,700,True,0.8809
HUN_WORD_1952,Word,igen,2142.78,2143.14,560,True,0.1181
HUN_WORD_1953,Word,még,2144.84,2145.52,880,True,0.9163
HUN_WORD_1954,Word,fidonet,2145.52,2146.06,740,True,0.9684
HUN_WORD_1955,Word,azt,2146.06,2146.6,740,True,0.2864
HUN_WORD_1956,Word,hiszem,2146.6,2146.92,520,True,0.9995
HUN_WORD_1957,Word,az,2146.92,2147.1,380,True,0.9277
HUN_WORD_1958,Word,volt,2147.1,2147.26,360,True,0.9985
HUN_WORD_1959,Word,az,2147.26,2147.5,440,True,0.7173
HUN_WORD_1960,Word,ősi,2148.88,2151.28,2600,True,0.9927
HUN_WORD_1961,Word,megoldás,2151.53,2152.25,920,True,0.9928
HUN_WORD_1962,Word,ez,2152.87,2153.33,660,True,0.9746
HUN_WORD_1963,Word,azért,2153.33,2153.83,700,True,0.9941
HUN_WORD_1964,Word,elgondolkodtató,2153.83,2154.79,1160,True,0.982
HUN_WORD_1965,Word,volt,2154.79,2155.03,440,True,0.998
HUN_WORD_1966,Word,ezt,2155.19,2155.33,340,True,0.584
HUN_WORD_1967,Word,kár,2155.33,2155.93,800,True,0.9915
HUN_WORD_1968,Word,lett,2155.93,2156.09,360,True,0.9937
HUN_WORD_1969,Word,volna,2156.09,2156.41,520,True,0.9998
HUN_WORD_1970,Word,a,2156.41,2156.49,280,True,0.3042
HUN_WORD_1971,Word,zárt,2156.49,2156.71,420,True,0.7875
HUN_WORD_1972,Word,osztályról,2156.71,2157.23,720,True,0.9655
HUN_WORD_1973,Word,kihagyni,2157.23,2157.73,700,True,0.9982
HUN_WORD_1974,Word,hogy,2157.75,2157.85,300,True,0.9902
HUN_WORD_1975,Word,ezt,2157.85,2158.07,420,True,0.9946
HUN_WORD_1976,Word,a,2158.07,2158.19,320,True,0.9946
HUN_WORD_1977,Word,lehetőséget,2158.45,2160.13,1880,True,0.9997
HUN_WORD_1978,Word,már,2160.13,2160.33,400,True,0.9951
HUN_WORD_1979,Word,kezdik,2160.33,2160.95,820,True,0.6783
HUN_WORD_1980,Word,meghozni,2161.03,2162.87,2040,True,0.595
HUN_WORD_1981,Word,nekünk,2163.64,2164.04,600,True,0.9935
HUN_WORD_1982,Word,a,2164.04,2164.42,580,True,0.9424
HUN_WORD_1983,Word,tudomány,2164.42,2165.34,1120,True,0.9971
HUN_WORD_1984,Word,fejlesztései,2165.34,2166.2,1060,True,0.9083
HUN_WORD_1985,Word,de,2166.4,2167.3,1100,True,0.9746
HUN_WORD_1986,Word,ezzel,2169.12,2170.86,1940,True,0.9657
HUN_WORD_1987,Word,kapcsolatban,2171.53,2172.33,1000,True,1.0
HUN_WORD_1988,Word,még,2172.33,2173.69,1560,True,0.9482
HUN_WORD_1989,Word,egy,2174.59,2174.77,380,True,0.999
HUN_WORD_1990,Word,nagyon,2174.77,2175.07,500,True,0.999
HUN_WORD_1991,Word,izgalmas,2175.07,2176.31,1440,True,0.9997
HUN_WORD_1992,Word,fejlesztés,2176.31,2177.09,980,True,0.9998
HUN_WORD_1993,Word,volt,2177.09,2177.33,440,True,0.9995
HUN_WORD_1994,Word,amit,2177.63,2178.11,680,True,0.9854
HUN_WORD_1995,Word,szintén,2178.11,2179.43,1520,True,0.9984
HUN_WORD_1996,Word,meg,2179.43,2179.55,320,True,0.998
HUN_WORD_1997,Word,akartam,2179.55,2180.05,700,True,0.999
HUN_WORD_1998,Word,osztani,2180.05,2180.41,560,True,0.9993
HUN_WORD_1999,Word,veled,2180.41,2180.81,600,True,0.9963
HUN_WORD_2000,Word,mikrofonon,2180.81,2181.77,1160,True,0.9595
HUN_WORD_2001,Word,keresztül,2181.77,2182.33,760,True,0.9999
HUN_WORD_2002,Word,vagy,2182.43,2183.13,900,True,0.9543
HUN_WORD_2003,Word,közelebb,2183.13,2184.95,2020,True,0.9845
HUN_WORD_2004,Word,húzom,2185.17,2185.51,540,True,0.9979
HUN_WORD_2005,Word,az,2185.51,2185.73,420,True,0.998
HUN_WORD_2006,Word,egeremet,2185.73,2186.41,880,True,0.993
HUN_WORD_2007,Word,cincin,2188.39,2189.45,1260,True,0.9103
HUN_WORD_2008,Word,cintbara,2190.06,2191.12,1260,True,0.9534
HUN_WORD_2009,Word,ugye,2191.12,2191.86,940,True,0.5107
HUN_WORD_2010,Word,az,2191.9,2192.72,1020,True,0.9531
HUN_WORD_2011,Word,a,2192.72,2192.86,340,True,0.999
HUN_WORD_2012,Word,kedvenc,2192.86,2193.56,900,True,0.9564
HUN_WORD_2013,Word,egerem,2193.56,2193.92,560,True,0.9924
HUN_WORD_2014,Word,ezt,2194.08,2194.94,1060,True,0.9771
HUN_WORD_2015,Word,nem,2197.06,2197.18,320,True,0.999
HUN_WORD_2016,Word,értékelted,2197.18,2197.92,940,True,0.992
HUN_WORD_2017,Word,megfelelően,2197.92,2198.62,900,True,0.9876
HUN_WORD_2018,Word,ezek,2202.9,2203.8,1100,True,0.9316
HUN_WORD_2019,Word,az,2203.8,2204.02,420,True,0.6147
HUN_WORD_2020,Word,kalifornia,2204.02,2205.26,1440,True,0.9455
HUN_WORD_2021,Word,egyetem,2205.26,2205.62,560,True,0.8982
HUN_WORD_2022,Word,kutatói,2205.62,2206.14,720,True,0.9998
HUN_WORD_2023,Word,voltak,2206.14,2206.58,640,True,1.0
HUN_WORD_2024,Word,akik,2206.58,2206.9,520,True,1.0
HUN_WORD_2025,Word,most,2206.9,2207.26,560,True,1.0
HUN_WORD_2026,Word,a,2207.26,2208.64,1580,True,0.2993
HUN_WORD_2027,Word,új,2211.2,2212.88,1880,True,0.9995
